0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.005,0.005,0.995,0.4,0.995,0.995,0.9,0.9,0.995,0.005,0.995,0.995,0.995,0.005,0.6,0.5,0.2,0.005,0.995,0.5,0.005,0.005,0.995,0.7,0.005,0.3,0.005,0.5,0.995,0.5,0.7,0.005,0.995,0.995,0.995,0.5,0.1,0.1,0.005,0.1,0.005,0.005,0.8,0.005,0.995,0.6,0.6,0.995,0.005,0.9,0.6,0.5,0.8,0.995,0.995,0.005,0.005,0.5,0.995,0.995,0.9,0.8,0.6,0.995,0.995,0.7,0.005,0.1,0.005,0.005,0.4,0.005,0.5,0.005,0.7,0.5,0.2,0.1,0.995,0.005,0.005,0.6,0.995,0.3,0.7,0.6,0.2,0.8,0.995,0.4,0.005,0.5,0.1,0.3,0.005,0.7,0.5,0.995,0.005,0.4,0.2,0.005,0.2,0.9,0.2,0.995,0.2,0.9,0.1,0.995,0.4,0.995,0.005,0.9,0.005,0.995,0.1,0.9,0.995,0.005,0.1,0.005,0.6,0.005,0.6,0.7,0.995,0.995,0.2,0.2,0.1,0.6,0.005,0.005,0.8,0.995,0.995,0.7,0.5,0.7,0.7,0.005,0.4,0.3,0.005,0.6,0.6,0.1,0.995,0.995,0.9,0.995,0.995,0.995,0.8,0.9,0.005,0.4,0.995,0.5,0.3,0.8,0.005,0.995,0.9,0.8,0.005,0.005,0.8,0.995,0.5,0.995,0.3,0.2,0.005,0.005,0.7,0.995,0.995,0.8,0.3,0.4,0.005,0.005,0.5,0.995,0.8,0.7,0.3,11,10,13,0.01
0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.005,0.005,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.005,0.995,0.995,0.995,0.1,0.8,0.7,0.4,0.005,0.995,0.2,0.005,0.005,0.995,0.5,0.005,0.4,0.005,0.2,0.995,0.4,0.6,0.005,0.995,0.995,0.995,0.2,0.1,0.3,0.005,0.005,0.005,0.005,0.9,0.005,0.995,0.7,0.5,0.995,0.005,0.9,0.6,0.3,0.9,0.995,0.995,0.005,0.005,0.3,0.995,0.9,0.8,0.995,0.5,0.995,0.995,0.5,0.005,0.005,0.005,0.005,0.5,0.005,0.3,0.005,0.6,0.2,0.2,0.1,0.995,0.005,0.005,0.6,0.995,0.3,0.995,0.6,0.1,0.995,0.995,0.3,0.005,0.7,0.1,0.3,0.005,0.6,0.5,0.995,0.005,0.8,0.3,0.005,0.2,0.9,0.4,0.995,0.005,0.9,0.005,0.995,0.6,0.995,0.005,0.9,0.005,0.995,0.2,0.9,0.995,0.005,0.1,0.005,0.6,0.005,0.8,0.7,0.995,0.995,0.2,0.2,0.2,0.6,0.1,0.005,0.8,0.995,0.995,0.8,0.5,0.9,0.6,0.005,0.7,0.3,0.005,0.6,0.9,0.005,0.9,0.995,0.9,0.995,0.995,0.995,0.995,0.995,0.005,0.4,0.995,0.2,0.5,0.8,0.005,0.995,0.995,0.8,0.005,0.005,0.8,0.995,0.6,0.995,0.4,0.3,0.005,0.005,0.7,0.995,0.995,0.7,0.1,0.4,0.005,0.1,0.3,0.995,0.8,0.9,0.5,11,10,13,0.01
0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.005,0.005,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.005,0.995,0.995,0.995,0.2,0.9,0.995,0.6,0.005,0.995,0.4,0.005,0.005,0.995,0.7,0.005,0.3,0.005,0.3,0.995,0.5,0.6,0.005,0.995,0.995,0.995,0.3,0.005,0.3,0.005,0.005,0.005,0.005,0.9,0.1,0.995,0.7,0.6,0.995,0.005,0.8,0.8,0.4,0.9,0.995,0.9,0.1,0.005,0.3,0.995,0.995,0.8,0.995,0.6,0.995,0.995,0.5,0.005,0.005,0.005,0.005,0.7,0.005,0.2,0.005,0.6,0.1,0.3,0.3,0.995,0.005,0.005,0.4,0.995,0.3,0.995,0.4,0.2,0.995,0.995,0.4,0.005,0.5,0.2,0.3,0.005,0.7,0.5,0.995,0.005,0.8,0.2,0.005,0.1,0.9,0.4,0.995,0.005,0.8,0.005,0.995,0.6,0.995,0.005,0.9,0.005,0.995,0.6,0.995,0.995,0.005,0.2,0.005,0.5,0.005,0.7,0.9,0.995,0.995,0.4,0.3,0.2,0.6,0.1,0.005,0.995,0.995,0.995,0.6,0.6,0.995,0.6,0.005,0.9,0.6,0.005,0.4,0.9,0.005,0.9,0.995,0.9,0.995,0.995,0.995,0.995,0.995,0.005,0.5,0.995,0.2,0.6,0.6,0.005,0.995,0.995,0.9,0.005,0.005,0.995,0.995,0.4,0.995,0.5,0.4,0.005,0.005,0.8,0.995,0.995,0.7,0.1,0.3,0.005,0.005,0.5,0.995,0.9,0.9,0.4,11,10,13,0.01
0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.005,0.005,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.005,0.995,0.995,0.995,0.6,0.8,0.995,0.8,0.005,0.995,0.5,0.005,0.005,0.995,0.8,0.005,0.4,0.005,0.4,0.995,0.6,0.5,0.005,0.995,0.995,0.995,0.5,0.005,0.4,0.005,0.005,0.005,0.005,0.9,0.005,0.995,0.5,0.5,0.995,0.005,0.9,0.5,0.4,0.7,0.995,0.9,0.005,0.005,0.4,0.995,0.995,0.9,0.995,0.8,0.995,0.995,0.5,0.005,0.005,0.005,0.005,0.6,0.005,0.2,0.005,0.5,0.005,0.2,0.2,0.995,0.005,0.005,0.1,0.995,0.2,0.995,0.5,0.1,0.995,0.995,0.2,0.005,0.6,0.1,0.4,0.005,0.8,0.3,0.995,0.005,0.6,0.1,0.005,0.2,0.995,0.4,0.995,0.005,0.7,0.005,0.995,0.7,0.995,0.005,0.995,0.005,0.995,0.2,0.995,0.995,0.005,0.3,0.005,0.6,0.005,0.6,0.9,0.995,0.995,0.3,0.4,0.4,0.6,0.1,0.005,0.995,0.995,0.995,0.6,0.7,0.995,0.5,0.005,0.995,0.4,0.005,0.7,0.995,0.005,0.995,0.995,0.9,0.995,0.995,0.995,0.995,0.995,0.005,0.4,0.995,0.1,0.4,0.6,0.005,0.995,0.995,0.8,0.005,0.005,0.9,0.995,0.4,0.995,0.5,0.6,0.005,0.005,0.7,0.995,0.995,0.6,0.1,0.5,0.005,0.005,0.7,0.995,0.9,0.995,0.5,11,10,13,0.01
0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.005,0.005,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.005,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.005,0.995,0.5,0.005,0.005,0.995,0.995,0.005,0.3,0.005,0.4,0.995,0.7,0.4,0.005,0.995,0.9,0.995,0.6,0.005,0.4,0.005,0.005,0.005,0.005,0.9,0.005,0.995,0.5,0.5,0.995,0.005,0.995,0.4,0.4,0.7,0.995,0.9,0.005,0.005,0.4,0.995,0.995,0.9,0.995,0.8,0.995,0.995,0.5,0.005,0.005,0.005,0.005,0.6,0.005,0.2,0.005,0.4,0.005,0.005,0.1,0.995,0.005,0.005,0.005,0.995,0.005,0.9,0.3,0.1,0.995,0.995,0.2,0.005,0.6,0.005,0.7,0.005,0.9,0.5,0.995,0.005,0.5,0.005,0.005,0.3,0.995,0.5,0.995,0.005,0.8,0.005,0.995,0.8,0.995,0.005,0.995,0.005,0.995,0.4,0.995,0.995,0.005,0.2,0.005,0.6,0.005,0.7,0.995,0.995,0.995,0.6,0.2,0.4,0.7,0.1,0.005,0.995,0.995,0.995,0.5,0.6,0.995,0.3,0.005,0.995,0.5,0.005,0.9,0.995,0.005,0.995,0.995,0.8,0.995,0.995,0.995,0.995,0.995,0.005,0.4,0.9,0.2,0.5,0.5,0.005,0.995,0.995,0.9,0.005,0.005,0.9,0.995,0.2,0.995,0.4,0.6,0.005,0.1,0.7,0.995,0.995,0.4,0.005,0.5,0.005,0.005,0.5,0.995,0.8,0.995,0.2,11,10,13,0.01
0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.005,0.005,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.005,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.005,0.995,0.995,0.005,0.005,0.995,0.995,0.1,0.6,0.005,0.3,0.995,0.8,0.5,0.005,0.995,0.995,0.995,0.7,0.005,0.6,0.005,0.1,0.005,0.005,0.9,0.005,0.995,0.6,0.6,0.995,0.005,0.995,0.5,0.5,0.6,0.995,0.9,0.005,0.005,0.2,0.995,0.995,0.9,0.9,0.8,0.995,0.995,0.4,0.005,0.1,0.005,0.005,0.4,0.005,0.2,0.005,0.2,0.005,0.005,0.1,0.995,0.005,0.1,0.005,0.995,0.005,0.995,0.005,0.005,0.995,0.995,0.005,0.005,0.9,0.005,0.995,0.005,0.995,0.7,0.995,0.005,0.6,0.005,0.005,0.2,0.995,0.3,0.995,0.005,0.9,0.005,0.995,0.9,0.995,0.005,0.995,0.005,0.995,0.3,0.995,0.995,0.005,0.005,0.005,0.9,0.005,0.8,0.995,0.995,0.995,0.6,0.3,0.7,0.7,0.005,0.005,0.995,0.995,0.995,0.4,0.6,0.995,0.2,0.005,0.995,0.7,0.005,0.9,0.995,0.005,0.995,0.995,0.7,0.995,0.995,0.995,0.995,0.995,0.005,0.2,0.8,0.1,0.5,0.6,0.005,0.995,0.995,0.8,0.005,0.005,0.8,0.995,0.2,0.995,0.6,0.5,0.005,0.005,0.6,0.995,0.995,0.6,0.005,0.3,0.005,0.005,0.5,0.995,0.8,0.995,0.1,12,10,13,0.01
0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.1,0.005,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.005,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.005,0.995,0.995,0.005,0.005,0.995,0.995,0.3,0.8,0.1,0.2,0.995,0.8,0.5,0.005,0.995,0.9,0.995,0.7,0.005,0.5,0.005,0.1,0.005,0.005,0.9,0.005,0.995,0.4,0.8,0.995,0.005,0.995,0.4,0.8,0.6,0.995,0.7,0.005,0.005,0.2,0.995,0.995,0.995,0.9,0.9,0.995,0.995,0.7,0.005,0.3,0.005,0.005,0.2,0.005,0.3,0.1,0.1,0.005,0.005,0.005,0.995,0.005,0.3,0.005,0.995,0.005,0.995,0.005,0.005,0.995,0.995,0.005,0.005,0.995,0.005,0.995,0.005,0.995,0.7,0.995,0.005,0.6,0.005,0.005,0.3,0.995,0.1,0.995,0.1,0.995,0.005,0.995,0.995,0.995,0.005,0.9,0.005,0.9,0.1,0.995,0.995,0.005,0.005,0.005,0.9,0.005,0.8,0.995,0.995,0.995,0.8,0.2,0.5,0.9,0.005,0.005,0.9,0.995,0.995,0.3,0.8,0.995,0.005,0.005,0.995,0.4,0.005,0.8,0.995,0.005,0.995,0.995,0.7,0.995,0.995,0.995,0.995,0.995,0.005,0.3,0.9,0.005,0.9,0.6,0.005,0.995,0.995,0.9,0.005,0.005,0.7,0.995,0.1,0.995,0.5,0.5,0.005,0.005,0.6,0.995,0.995,0.7,0.005,0.3,0.005,0.005,0.3,0.995,0.9,0.995,0.005,12,10,13,0.10500000000000001
0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.2,0.005,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.005,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.1,0.995,0.995,0.005,0.1,0.995,0.995,0.8,0.995,0.1,0.2,0.995,0.8,0.4,0.005,0.995,0.7,0.995,0.7,0.005,0.3,0.005,0.1,0.005,0.005,0.9,0.005,0.995,0.2,0.6,0.995,0.005,0.995,0.3,0.9,0.4,0.995,0.7,0.005,0.005,0.2,0.995,0.995,0.995,0.9,0.9,0.995,0.995,0.7,0.005,0.005,0.005,0.005,0.6,0.005,0.4,0.005,0.2,0.005,0.005,0.005,0.995,0.005,0.4,0.005,0.995,0.005,0.995,0.005,0.005,0.995,0.995,0.005,0.005,0.995,0.005,0.995,0.005,0.995,0.7,0.995,0.005,0.4,0.005,0.005,0.4,0.995,0.2,0.995,0.1,0.995,0.005,0.995,0.995,0.995,0.005,0.8,0.005,0.995,0.1,0.995,0.995,0.1,0.005,0.005,0.9,0.005,0.6,0.995,0.995,0.9,0.8,0.1,0.5,0.9,0.005,0.005,0.995,0.995,0.995,0.2,0.8,0.995,0.005,0.005,0.995,0.4,0.005,0.9,0.995,0.005,0.995,0.995,0.5,0.995,0.995,0.995,0.995,0.995,0.005,0.005,0.995,0.005,0.9,0.5,0.005,0.9,0.995,0.9,0.005,0.005,0.6,0.9,0.1,0.995,0.5,0.4,0.005,0.005,0.9,0.995,0.995,0.5,0.005,0.2,0.005,0.005,0.2,0.995,0.995,0.995,0.005,12,10,13,0.20500000000000002
0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.6,0.005,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.005,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.1,0.995,0.995,0.005,0.4,0.995,0.995,0.7,0.995,0.005,0.2,0.995,0.9,0.1,0.005,0.995,0.7,0.995,0.7,0.005,0.3,0.005,0.1,0.005,0.005,0.995,0.005,0.995,0.005,0.6,0.995,0.005,0.995,0.3,0.8,0.4,0.995,0.6,0.005,0.005,0.5,0.9,0.995,0.995,0.995,0.995,0.995,0.995,0.7,0.005,0.005,0.005,0.005,0.6,0.005,0.4,0.005,0.3,0.005,0.1,0.005,0.995,0.005,0.5,0.005,0.995,0.005,0.995,0.005,0.005,0.995,0.995,0.005,0.005,0.995,0.005,0.995,0.005,0.995,0.6,0.995,0.005,0.5,0.005,0.005,0.5,0.995,0.2,0.995,0.005,0.995,0.005,0.995,0.995,0.995,0.005,0.9,0.005,0.995,0.2,0.9,0.995,0.005,0.005,0.005,0.995,0.005,0.9,0.995,0.9,0.7,0.8,0.005,0.3,0.9,0.005,0.005,0.995,0.995,0.995,0.2,0.7,0.995,0.005,0.005,0.995,0.6,0.005,0.9,0.995,0.005,0.995,0.995,0.5,0.995,0.995,0.995,0.995,0.995,0.005,0.005,0.995,0.005,0.995,0.7,0.005,0.995,0.995,0.9,0.005,0.005,0.6,0.9,0.1,0.995,0.3,0.5,0.005,0.005,0.7,0.995,0.995,0.5,0.005,0.1,0.005,0.005,0.2,0.995,0.995,0.995,0.005,12,10,13,0.605
0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.005,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.005,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.2,0.995,0.995,0.005,0.5,0.995,0.995,0.8,0.995,0.005,0.5,0.995,0.995,0.005,0.005,0.995,0.8,0.995,0.7,0.005,0.6,0.005,0.1,0.005,0.005,0.995,0.005,0.995,0.005,0.6,0.995,0.005,0.995,0.5,0.9,0.3,0.995,0.6,0.005,0.005,0.6,0.9,0.995,0.995,0.995,0.995,0.995,0.995,0.6,0.005,0.005,0.005,0.005,0.8,0.005,0.3,0.005,0.5,0.005,0.1,0.005,0.995,0.005,0.5,0.005,0.995,0.005,0.995,0.005,0.005,0.995,0.995,0.005,0.005,0.995,0.1,0.9,0.005,0.995,0.5,0.995,0.005,0.7,0.005,0.005,0.8,0.995,0.1,0.995,0.005,0.995,0.005,0.995,0.995,0.995,0.005,0.995,0.005,0.995,0.2,0.995,0.995,0.005,0.005,0.005,0.995,0.005,0.995,0.995,0.7,0.5,0.9,0.005,0.2,0.995,0.005,0.005,0.995,0.995,0.995,0.2,0.7,0.995,0.005,0.005,0.995,0.3,0.005,0.9,0.995,0.005,0.995,0.995,0.6,0.995,0.995,0.995,0.995,0.995,0.005,0.1,0.995,0.005,0.995,0.6,0.005,0.995,0.995,0.8,0.005,0.005,0.6,0.995,0.2,0.995,0.3,0.6,0.005,0.005,0.8,0.995,0.995,0.4,0.005,0.005,0.005,0.005,0.3,0.995,0.995,0.995,0.005,12,11,13,0.005
0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.005,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.005,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.9,0.995,0.995,0.005,0.5,0.995,0.995,0.7,0.995,0.005,0.6,0.995,0.995,0.005,0.005,0.995,0.8,0.995,0.8,0.005,0.4,0.005,0.2,0.005,0.005,0.995,0.005,0.995,0.005,0.5,0.995,0.005,0.995,0.3,0.9,0.3,0.995,0.7,0.005,0.005,0.5,0.9,0.995,0.995,0.995,0.995,0.995,0.995,0.6,0.005,0.005,0.005,0.005,0.9,0.005,0.3,0.005,0.6,0.005,0.3,0.005,0.995,0.005,0.5,0.005,0.995,0.005,0.995,0.005,0.005,0.995,0.995,0.005,0.005,0.995,0.005,0.9,0.005,0.995,0.5,0.9,0.005,0.7,0.005,0.005,0.8,0.995,0.1,0.995,0.005,0.995,0.005,0.995,0.995,0.995,0.005,0.995,0.005,0.995,0.3,0.995,0.995,0.005,0.005,0.005,0.995,0.005,0.995,0.995,0.7,0.5,0.8,0.1,0.005,0.995,0.005,0.005,0.995,0.995,0.995,0.2,0.6,0.995,0.005,0.005,0.9,0.3,0.005,0.9,0.995,0.005,0.995,0.995,0.5,0.995,0.995,0.995,0.995,0.995,0.005,0.1,0.995,0.005,0.995,0.5,0.005,0.995,0.995,0.7,0.005,0.005,0.7,0.995,0.4,0.995,0.3,0.7,0.005,0.005,0.8,0.995,0.995,0.3,0.005,0.005,0.005,0.005,0.4,0.995,0.995,0.995,0.005,12,11,13,0.005
0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.005,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.1,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.005,0.995,0.995,0.995,0.995,0.995,0.005,0.8,0.995,0.995,0.005,0.005,0.995,0.7,0.995,0.9,0.005,0.2,0.005,0.2,0.005,0.005,0.995,0.005,0.995,0.005,0.4,0.995,0.005,0.995,0.4,0.995,0.3,0.995,0.6,0.005,0.005,0.5,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.005,0.005,0.005,0.005,0.995,0.005,0.4,0.005,0.7,0.005,0.3,0.005,0.995,0.005,0.6,0.005,0.995,0.005,0.995,0.005,0.005,0.995,0.995,0.005,0.005,0.995,0.005,0.9,0.005,0.995,0.4,0.7,0.005,0.7,0.005,0.005,0.9,0.9,0.005,0.995,0.005,0.995,0.005,0.995,0.995,0.995,0.005,0.995,0.1,0.995,0.2,0.995,0.995,0.005,0.005,0.1,0.995,0.005,0.995,0.995,0.7,0.4,0.9,0.005,0.005,0.995,0.005,0.005,0.995,0.995,0.995,0.2,0.5,0.995,0.005,0.005,0.9,0.4,0.005,0.9,0.995,0.005,0.995,0.995,0.4,0.995,0.995,0.995,0.995,0.995,0.005,0.005,0.995,0.005,0.995,0.7,0.005,0.8,0.995,0.6,0.005,0.005,0.995,0.995,0.6,0.995,0.4,0.7,0.005,0.005,0.6,0.995,0.995,0.4,0.005,0.005,0.005,0.005,0.3,0.995,0.995,0.995,0.1,12,11,13,0.005
0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.005,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.1,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.005,0.995,0.995,0.995,0.995,0.995,0.005,0.995,0.995,0.995,0.005,0.005,0.995,0.995,0.995,0.995,0.005,0.5,0.005,0.3,0.005,0.005,0.995,0.005,0.995,0.005,0.4,0.995,0.005,0.995,0.3,0.995,0.2,0.995,0.8,0.005,0.005,0.4,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.005,0.005,0.005,0.005,0.995,0.005,0.4,0.005,0.8,0.005,0.6,0.005,0.995,0.005,0.7,0.005,0.995,0.005,0.995,0.005,0.005,0.995,0.995,0.005,0.005,0.995,0.005,0.9,0.005,0.995,0.3,0.5,0.005,0.7,0.005,0.005,0.995,0.8,0.005,0.995,0.005,0.995,0.005,0.9,0.995,0.995,0.005,0.995,0.005,0.995,0.3,0.995,0.9,0.005,0.1,0.005,0.995,0.005,0.995,0.995,0.8,0.5,0.9,0.005,0.005,0.995,0.005,0.005,0.995,0.995,0.995,0.2,0.3,0.995,0.005,0.005,0.9,0.3,0.005,0.995,0.995,0.005,0.995,0.995,0.5,0.995,0.995,0.995,0.995,0.995,0.005,0.005,0.995,0.005,0.995,0.8,0.005,0.8,0.995,0.8,0.005,0.005,0.995,0.995,0.5,0.995,0.8,0.5,0.005,0.005,0.3,0.995,0.995,0.6,0.005,0.005,0.005,0.005,0.4,0.995,0.995,0.995,0.2,12,11,13,0.005
0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.005,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.3,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.005,0.995,0.995,0.995,0.995,0.995,0.005,0.995,0.995,0.995,0.005,0.005,0.995,0.995,0.995,0.995,0.005,0.9,0.005,0.2,0.005,0.005,0.995,0.005,0.995,0.005,0.6,0.995,0.005,0.995,0.4,0.995,0.1,0.995,0.5,0.005,0.005,0.2,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.005,0.005,0.005,0.005,0.995,0.005,0.2,0.005,0.7,0.005,0.5,0.005,0.995,0.005,0.5,0.005,0.995,0.005,0.995,0.005,0.005,0.995,0.995,0.005,0.005,0.995,0.005,0.995,0.005,0.995,0.2,0.6,0.005,0.7,0.005,0.005,0.995,0.9,0.005,0.995,0.005,0.995,0.005,0.8,0.995,0.995,0.005,0.995,0.005,0.995,0.3,0.995,0.995,0.005,0.1,0.005,0.995,0.005,0.995,0.995,0.9,0.4,0.8,0.005,0.005,0.995,0.005,0.005,0.995,0.995,0.995,0.4,0.5,0.995,0.1,0.005,0.7,0.2,0.005,0.995,0.995,0.005,0.995,0.995,0.4,0.995,0.995,0.995,0.995,0.995,0.005,0.005,0.995,0.005,0.995,0.6,0.005,0.9,0.995,0.7,0.005,0.005,0.995,0.995,0.4,0.995,0.9,0.6,0.005,0.005,0.1,0.995,0.995,0.5,0.005,0.005,0.005,0.005,0.4,0.995,0.995,0.995,0.2,12,11,13,0.005
0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.005,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.9,0.995,0.995,0.995,0.995,0.995,0.995,0.9,0.995,0.995,0.995,0.005,0.995,0.995,0.995,0.995,0.995,0.005,0.995,0.995,0.995,0.005,0.005,0.995,0.995,0.995,0.995,0.005,0.9,0.005,0.3,0.005,0.005,0.995,0.005,0.995,0.005,0.5,0.995,0.005,0.995,0.4,0.995,0.005,0.995,0.5,0.005,0.005,0.1,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.005,0.005,0.005,0.005,0.995,0.005,0.3,0.005,0.6,0.005,0.4,0.005,0.995,0.005,0.3,0.005,0.995,0.005,0.995,0.005,0.005,0.995,0.995,0.005,0.005,0.995,0.005,0.995,0.005,0.995,0.2,0.2,0.005,0.7,0.005,0.005,0.995,0.995,0.005,0.995,0.005,0.995,0.005,0.9,0.995,0.995,0.005,0.995,0.005,0.995,0.5,0.995,0.995,0.005,0.2,0.005,0.995,0.005,0.995,0.995,0.995,0.7,0.4,0.005,0.005,0.995,0.005,0.005,0.995,0.995,0.995,0.4,0.6,0.995,0.005,0.005,0.8,0.2,0.005,0.995,0.995,0.005,0.995,0.995,0.4,0.995,0.995,0.995,0.9,0.995,0.005,0.005,0.995,0.005,0.995,0.6,0.005,0.8,0.995,0.9,0.005,0.005,0.995,0.995,0.7,0.995,0.995,0.5,0.005,0.005,0.005,0.995,0.995,0.5,0.005,0.005,0.005,0.005,0.5,0.995,0.995,0.995,0.2,12,11,13,0.005
0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.005,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.005,0.995,0.995,0.995,0.995,0.995,0.005,0.995,0.995,0.995,0.005,0.005,0.995,0.995,0.995,0.995,0.005,0.995,0.1,0.4,0.005,0.005,0.995,0.005,0.995,0.005,0.8,0.995,0.005,0.995,0.6,0.995,0.005,0.995,0.5,0.005,0.005,0.005,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.005,0.005,0.005,0.005,0.995,0.005,0.5,0.005,0.6,0.005,0.5,0.005,0.995,0.005,0.3,0.005,0.995,0.005,0.995,0.005,0.005,0.995,0.995,0.005,0.005,0.995,0.005,0.9,0.005,0.995,0.1,0.1,0.005,0.7,0.005,0.005,0.995,0.995,0.005,0.995,0.005,0.995,0.005,0.9,0.995,0.995,0.005,0.995,0.005,0.995,0.4,0.995,0.995,0.005,0.3,0.005,0.995,0.005,0.995,0.995,0.995,0.7,0.4,0.005,0.005,0.995,0.005,0.005,0.9,0.995,0.995,0.4,0.7,0.995,0.005,0.005,0.9,0.005,0.005,0.995,0.995,0.005,0.995,0.995,0.2,0.995,0.995,0.995,0.995,0.995,0.005,0.005,0.995,0.005,0.995,0.5,0.005,0.9,0.995,0.9,0.005,0.005,0.995,0.995,0.9,0.995,0.995,0.6,0.005,0.005,0.005,0.995,0.995,0.3,0.005,0.005,0.005,0.005,0.6,0.995,0.995,0.995,0.2,12,11,13,0.005
0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.005,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.005,0.995,0.995,0.995,0.995,0.995,0.005,0.995,0.995,0.995,0.005,0.005,0.995,0.995,0.995,0.995,0.005,0.995,0.2,0.8,0.005,0.005,0.995,0.005,0.995,0.005,0.9,0.995,0.005,0.995,0.8,0.995,0.005,0.995,0.4,0.005,0.005,0.005,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.005,0.005,0.005,0.005,0.995,0.005,0.7,0.005,0.5,0.005,0.7,0.005,0.995,0.005,0.4,0.005,0.995,0.005,0.995,0.005,0.005,0.995,0.995,0.005,0.005,0.9,0.005,0.995,0.005,0.995,0.005,0.005,0.005,0.8,0.005,0.005,0.995,0.995,0.005,0.995,0.005,0.995,0.005,0.9,0.995,0.995,0.005,0.995,0.005,0.995,0.1,0.995,0.995,0.005,0.4,0.005,0.995,0.005,0.995,0.995,0.995,0.7,0.4,0.005,0.005,0.995,0.005,0.005,0.9,0.995,0.995,0.2,0.8,0.995,0.005,0.005,0.8,0.005,0.005,0.995,0.995,0.005,0.995,0.995,0.2,0.995,0.995,0.995,0.995,0.995,0.005,0.005,0.995,0.005,0.995,0.3,0.005,0.9,0.995,0.9,0.005,0.005,0.995,0.995,0.8,0.995,0.995,0.5,0.005,0.005,0.005,0.995,0.995,0.2,0.005,0.005,0.005,0.005,0.7,0.9,0.995,0.995,0.1,31,11,13,0.005
